state,LGA,market,latitude,longitude,pricetype,category,commodity,quantity,unit,year,month,price (NGN)
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2002,January,176.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2002,January,150.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,January,156.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,January,197.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2002,January,153.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,January,142.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2002,February,170.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,February,159.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2002,March,175.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,March,172.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,March,233.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2002,March,171.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2002,March,182.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,March,174.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2002,April,190.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,April,245.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2002,April,188.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,April,186.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,April,416.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2002,May,209.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2002,May,195.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,May,195.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2002,May,189.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2002,May,192.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,May,186.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,June,213.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,June,270.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,June,413.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2002,July,233.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2002,July,233.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2002,July,229.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2002,July,232.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,July,406.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2002,August,216.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2002,August,205.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2002,August,207.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2002,September,142.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,September,163.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2002,September,129.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,September,131.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,September,264.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2002,October,112.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2002,October,120.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,October,130.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2002,October,101.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,October,103.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2002,November,130.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,November,150.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2002,November,120.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,November,85.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,November,130.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2002,November,97.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,November,101.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2002,December,110.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2002,December,126.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,December,100.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,December,170.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2002,December,114.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2002,December,125.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2002,December,93.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,pulses and nuts,Beans (niebe),1.0,KG,2002,December,135.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2003,January,109.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,January,108.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,January,114.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,January,114.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2003,January,122.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,January,115.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,February,104.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2003,February,130.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,February,111.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,February,121.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2003,March,99.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,March,93.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,March,98.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,March,102.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,March,110.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2003,March,115.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,March,115.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,April,97.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2003,April,128.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,April,97.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,April,105.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2003,April,113.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,May,92.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2003,May,129.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,May,93.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,May,104.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2003,June,95.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2003,June,119.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,June,85.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2003,June,115.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,June,108.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,July,71.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,July,70.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,July,86.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,July,91.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2003,August,86.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,August,65.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,August,77.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2003,August,83.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,August,83.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2003,September,2500.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2003,September,97.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,September,75.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,September,88.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2003,September,84.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,September,68.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2003,September,76.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,September,76.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2003,October,2500.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,October,76.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2003,October,79.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,October,66.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,October,76.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,October,76.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2003,November,2500.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2003,November,74.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2003,November,87.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,November,69.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,November,73.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,November,74.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2003,December,2500.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2003,December,87.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,December,73.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2003,December,77.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2003,December,75.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2004,February,2600.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2004,March,2800.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2004,July,4000.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2004,October,5000.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2004,November,5500.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2004,December,5500.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2005,January,5000.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2005,January,152.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,January,147.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,January,139.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2005,January,147.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2005,February,156.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,February,161.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,February,146.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2005,February,151.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,February,151.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,March,160.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2005,March,175.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,March,174.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,March,155.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2005,March,159.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,March,159.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2005,April,5500.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,April,200.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,April,173.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2005,April,185.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,April,179.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2005,May,5500.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2005,May,207.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,May,212.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2005,May,192.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2005,May,181.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,May,181.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2005,June,239.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2005,June,231.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,June,222.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,June,247.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,June,226.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2005,June,219.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,June,214.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2005,July,7000.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2005,July,246.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,July,297.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2005,July,255.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2005,July,257.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2005,August,7100.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2005,August,277.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,August,290.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,August,274.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2005,September,5000.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2005,September,154.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2005,September,154.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2005,September,149.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,September,135.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2005,October,5100.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2005,October,127.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,October,115.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2005,October,126.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,October,125.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2005,November,4800.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,November,108.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,November,100.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2005,November,125.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2005,December,4000.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2005,December,138.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2005,December,149.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,December,124.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2005,December,128.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2005,December,126.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2005,December,121.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2005,December,121.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2006,January,3800.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2006,January,130.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2006,January,136.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2006,January,136.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2006,February,148.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2006,March,3200.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2006,March,133.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2006,March,134.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2006,March,134.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2006,March,123.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2006,March,139.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2006,April,3200.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2006,April,132.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2006,April,142.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2006,April,126.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2006,April,142.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2006,April,143.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2006,April,139.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2006,May,3100.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2006,May,127.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2006,May,134.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2006,May,132.0
