state,LGA,market,latitude,longitude,pricetype,category,commodity,quantity,unit,year,month,price (NGN)
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Onions,0.5,KG,2023,June,78.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Oranges,400.0,G,2023,June,100.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Spinach,300.0,G,2023,June,30.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Tomatoes,0.5,KG,2023,June,85.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Watermelons,2.1,KG,2023,June,250.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Millet,2.6,KG,2023,June,832.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Millet,1.0,KG,2023,June,185.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,June,49112.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Rice (local),1.0,KG,2023,June,512.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Sorghum,2.7,KG,2023,June,872.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,cereals and tubers,Yam,100.0,Tubers,2023,June,44781.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Yam,2.5,KG,2023,June,721.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Yam,1.0,KG,2023,June,191.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,oil and fats,Oil (palm),1.0,L,2023,June,1175.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,June,36788.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,June,298.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,June,36737.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,June,295.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2023,June,50777.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,June,485.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Bananas,1.3,KG,2023,June,338.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Onions,0.5,KG,2023,June,250.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Oranges,400.0,G,2023,June,200.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Tomatoes,0.5,KG,2023,June,200.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Watermelons,2.1,KG,2023,June,322.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,cereals and tubers,Millet,100.0,KG,2023,June,27233.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,June,58999.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,cereals and tubers,Rice (local),1.0,KG,2023,June,519.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,cereals and tubers,Yam,1.0,KG,2023,June,280.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,oil and fats,Oil (palm),1.0,L,2023,June,831.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,June,38835.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,June,360.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,June,324.0
Adamawa,Hong,Mubi,10.27,13.26,Wholesale,cereals and tubers,Millet,100.0,KG,2023,July,29780.0
Adamawa,Hong,Mubi,10.27,13.26,Retail,cereals and tubers,Millet,1.0,KG,2023,July,320.0
Adamawa,Hong,Mubi,10.27,13.26,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,July,23544.0
Adamawa,Hong,Mubi,10.27,13.26,Retail,cereals and tubers,Yam,1.0,KG,2023,July,1274.0
Adamawa,Hong,Mubi,10.27,13.26,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1254.0
Adamawa,Hong,Mubi,10.27,13.26,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,537.0
Adamawa,Hong,Mubi,10.27,13.26,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,800.0
Borno,Biu,Biu,10.61,12.19,Retail,cereals and tubers,Millet,1.0,KG,2023,July,242.0
Borno,Biu,Biu,10.61,12.19,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,July,51382.0
Borno,Biu,Biu,10.61,12.19,Retail,cereals and tubers,Rice (local),1.0,KG,2023,July,490.0
Borno,Biu,Biu,10.61,12.19,Retail,cereals and tubers,Yam,1.0,KG,2023,July,2134.0
Borno,Biu,Biu,10.61,12.19,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1244.0
Borno,Biu,Biu,10.61,12.19,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,July,47223.0
Borno,Biu,Biu,10.61,12.19,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,337.0
Borno,Biu,Biu,10.61,12.19,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,July,52043.0
Borno,Biu,Biu,10.61,12.19,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,July,359.0
Borno,Biu,Biu,10.61,12.19,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,501.0
Borno,Damboa,Damboa,11.16,12.76,Retail,cereals and tubers,Millet,2.6,KG,2023,July,970.0
Borno,Damboa,Damboa,11.16,12.76,Retail,cereals and tubers,Rice (local),2.7,KG,2023,July,1810.0
Borno,Damboa,Damboa,11.16,12.76,Retail,cereals and tubers,Sorghum,2.7,KG,2023,July,940.0
Borno,Damboa,Damboa,11.16,12.76,Retail,cereals and tubers,Yam,2.5,KG,2023,July,800.0
Borno,Damboa,Damboa,11.16,12.76,Retail,pulses and nuts,Beans (red),2.5,KG,2023,July,993.0
Borno,Damboa,Damboa,11.16,12.76,Retail,pulses and nuts,Beans (white),2.5,KG,2023,July,870.0
Borno,Damboa,Damboa,11.16,12.76,Retail,vegetables and fruits,Bananas,1.3,KG,2023,July,250.0
Borno,Damboa,Damboa,11.16,12.76,Retail,vegetables and fruits,Onions,0.5,KG,2023,July,100.0
Borno,Damboa,Damboa,11.16,12.76,Retail,vegetables and fruits,Spinach,300.0,G,2023,July,100.0
Borno,Guzamala,Monguno,12.67,13.62,Retail,cereals and tubers,Sorghum,2.7,KG,2023,July,1179.0
Borno,Guzamala,Monguno,12.67,13.62,Retail,cereals and tubers,Yam,2.5,KG,2023,July,1579.0
Borno,Guzamala,Monguno,12.67,13.62,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1646.0
Borno,Guzamala,Monguno,12.67,13.62,Retail,pulses and nuts,Beans (white),2.5,KG,2023,July,1350.0
Borno,Guzamala,Monguno,12.67,13.62,Retail,vegetables and fruits,Onions,0.5,KG,2023,July,125.0
Borno,Guzamala,Monguno,12.67,13.62,Retail,vegetables and fruits,Tomatoes,0.5,KG,2023,July,183.0
Borno,Guzamala,Monguno,12.67,13.62,Retail,vegetables and fruits,Watermelons,2.1,KG,2023,July,383.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,cereals and tubers,Millet,2.6,KG,2023,July,697.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,cereals and tubers,Rice (local),2.7,KG,2023,July,1818.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,cereals and tubers,Sorghum,2.7,KG,2023,July,876.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,cereals and tubers,Yam,2.5,KG,2023,July,1000.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1200.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,pulses and nuts,Beans (red),2.5,KG,2023,July,1000.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,pulses and nuts,Beans (white),2.5,KG,2023,July,994.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,vegetables and fruits,Onions,0.5,KG,2023,July,182.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,vegetables and fruits,Oranges,400.0,G,2023,July,182.0
Borno,Gwoza,Gwoza Central,11.09,13.7,Retail,vegetables and fruits,Spinach,300.0,G,2023,July,138.0
Borno,Konduga,Bama,11.52,13.69,Retail,cereals and tubers,Millet,2.6,KG,2023,July,979.0
Borno,Konduga,Bama,11.52,13.69,Retail,cereals and tubers,Sorghum,2.7,KG,2023,July,984.0
Borno,Konduga,Bama,11.52,13.69,Retail,cereals and tubers,Yam,2.5,KG,2023,July,1010.0
Borno,Konduga,Bama,11.52,13.69,Retail,pulses and nuts,Beans (white),2.5,KG,2023,July,1065.0
Borno,Konduga,Bama,11.52,13.69,Retail,vegetables and fruits,Onions,0.5,KG,2023,July,103.0
Borno,Konduga,Bama,11.52,13.69,Retail,vegetables and fruits,Oranges,400.0,G,2023,July,100.0
Borno,Konduga,Bama,11.52,13.69,Retail,vegetables and fruits,Spinach,300.0,G,2023,July,50.0
Borno,Konduga,Bama,11.52,13.69,Retail,vegetables and fruits,Tomatoes,0.5,KG,2023,July,100.0
Borno,Konduga,Bama,11.52,13.69,Retail,vegetables and fruits,Watermelons,2.1,KG,2023,July,1058.0
Borno,Konduga,Konduga,11.66,13.42,Retail,cereals and tubers,Millet,2.6,KG,2023,July,983.0
Borno,Konduga,Konduga,11.66,13.42,Retail,cereals and tubers,Rice (local),2.7,KG,2023,July,1967.0
Borno,Konduga,Konduga,11.66,13.42,Retail,cereals and tubers,Sorghum,2.7,KG,2023,July,878.0
Borno,Konduga,Konduga,11.66,13.42,Retail,pulses and nuts,Beans (red),2.5,KG,2023,July,1189.0
Borno,Konduga,Konduga,11.66,13.42,Retail,pulses and nuts,Beans (white),2.5,KG,2023,July,1000.0
Borno,Konduga,Konduga,11.66,13.42,Retail,vegetables and fruits,Bananas,1.3,KG,2023,July,228.0
Borno,Konduga,Konduga,11.66,13.42,Retail,vegetables and fruits,Spinach,300.0,G,2023,July,50.0
Borno,Mafa,Dikwa Central,12.04,13.91,Retail,cereals and tubers,Millet,2.6,KG,2023,July,794.0
Borno,Mafa,Dikwa Central,12.04,13.91,Retail,cereals and tubers,Rice (local),2.7,KG,2023,July,2126.0
Borno,Mafa,Dikwa Central,12.04,13.91,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1195.0
Borno,Mafa,Dikwa Central,12.04,13.91,Retail,pulses and nuts,Beans (red),2.5,KG,2023,July,1195.0
Borno,Mafa,Dikwa Central,12.04,13.91,Retail,vegetables and fruits,Bananas,1.3,KG,2023,July,347.0
Borno,Mafa,Dikwa Central,12.04,13.91,Retail,vegetables and fruits,Onions,0.5,KG,2023,July,217.0
Borno,Mafa,Dikwa Central,12.04,13.91,Retail,vegetables and fruits,Oranges,400.0,G,2023,July,135.0
Borno,Mafa,Dikwa Central,12.04,13.91,Retail,vegetables and fruits,Spinach,300.0,G,2023,July,141.0
Borno,Mafa,Dikwa Central,12.04,13.91,Retail,vegetables and fruits,Watermelons,2.1,KG,2023,July,610.0
Borno,Maiduguri,Gamboru,11.85,13.17,Retail,cereals and tubers,Rice (local),2.7,KG,2023,July,1497.0
Borno,Maiduguri,Gamboru,11.85,13.17,Retail,cereals and tubers,Sorghum,2.7,KG,2023,July,826.0
Borno,Maiduguri,Gamboru,11.85,13.17,Retail,cereals and tubers,Yam,2.5,KG,2023,July,3096.0
Borno,Maiduguri,Gamboru,11.85,13.17,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1432.0
Borno,Maiduguri,Gamboru,11.85,13.17,Retail,pulses and nuts,Beans (red),2.5,KG,2023,July,1119.0
Borno,Maiduguri,Gamboru,11.85,13.17,Retail,pulses and nuts,Beans (white),2.5,KG,2023,July,1043.0
Borno,Maiduguri,Gamboru,11.85,13.17,Retail,vegetables and fruits,Spinach,300.0,G,2023,July,50.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,cereals and tubers,Millet,100.0,KG,2023,July,28476.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Retail,cereals and tubers,Millet,1.0,KG,2023,July,305.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Retail,cereals and tubers,Rice (local),1.0,KG,2023,July,590.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,cereals and tubers,Yam,100.0,Tubers,2023,July,61615.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,July,39631.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,July,367.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,713.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,July,58093.0
Kaduna,Giwa,Giwa,11.28,7.42,Retail,cereals and tubers,Rice (local),1.0,KG,2023,July,573.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,cereals and tubers,Yam,100.0,Tubers,2023,July,66607.0
Kaduna,Giwa,Giwa,11.28,7.42,Retail,cereals and tubers,Yam,1.0,KG,2023,July,320.0
Kaduna,Giwa,Giwa,11.28,7.42,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1022.0
Kaduna,Giwa,Giwa,11.28,7.42,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,518.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,July,35671.0
Kaduna,Giwa,Giwa,11.28,7.42,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,July,466.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,cereals and tubers,Millet,1.0,KG,2023,July,268.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,July,56855.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,cereals and tubers,Yam,1.0,KG,2023,July,283.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1319.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,July,47015.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,564.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,July,43863.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,July,542.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,681.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2023,July,30243.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,July,62143.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Retail,cereals and tubers,Rice (local),1.0,KG,2023,July,550.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Yam,100.0,Tubers,2023,July,28874.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1373.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,July,61789.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,598.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,July,45679.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,694.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,cereals and tubers,Millet,100.0,KG,2023,July,29391.0
Katsina,Dandume,Dandume,11.42,7.2,Retail,cereals and tubers,Millet,1.0,KG,2023,July,293.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,July,58077.0
Katsina,Dandume,Dandume,11.42,7.2,Retail,cereals and tubers,Rice (local),1.0,KG,2023,July,570.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,cereals and tubers,Yam,100.0,Tubers,2023,July,48306.0
Katsina,Dandume,Dandume,11.42,7.2,Retail,oil and fats,Oil (palm),1.0,L,2023,July,863.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,July,51187.0
Katsina,Dandume,Dandume,11.42,7.2,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,567.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,July,50366.0
Katsina,Dandume,Dandume,11.42,7.2,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,July,570.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2023,July,57202.0
Katsina,Dandume,Dandume,11.42,7.2,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,572.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,cereals and tubers,Millet,100.0,KG,2023,July,29477.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Retail,cereals and tubers,Rice (local),1.0,KG,2023,July,494.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,cereals and tubers,Yam,100.0,Tubers,2023,July,77673.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Retail,cereals and tubers,Yam,1.0,KG,2023,July,926.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1163.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,July,41463.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,793.0
Lagos,Kosofe,Sabo,6.61,3.4,Wholesale,cereals and tubers,Millet,100.0,KG,2023,July,30685.0
Lagos,Kosofe,Sabo,6.61,3.4,Retail,cereals and tubers,Millet,1.0,KG,2023,July,333.0
Lagos,Kosofe,Mushin,6.61,3.4,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,July,31212.0
Lagos,Kosofe,Sabo,6.61,3.4,Retail,cereals and tubers,Rice (local),1.0,KG,2023,July,739.0
Lagos,Kosofe,Sabo,6.61,3.4,Retail,oil and fats,Oil (palm),1.0,L,2023,July,957.0
Lagos,Kosofe,Mushin,6.61,3.4,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,July,62552.0
Lagos,Kosofe,Mushin,6.61,3.4,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,712.0
Lagos,Kosofe,Balogun,6.61,3.4,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,July,61296.0
Lagos,Kosofe,Sabo,6.61,3.4,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,July,690.0
Lagos,Kosofe,Sabo,6.61,3.4,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2023,July,67394.0
Oyo,Ibadan North,Oje,7.4,3.92,Wholesale,cereals and tubers,Yam,100.0,Tubers,2023,July,37731.0
Oyo,Ibadan North,Sango,7.4,3.92,Retail,cereals and tubers,Yam,1.0,KG,2023,July,554.0
Oyo,Ibadan North,Sango,7.4,3.92,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1047.0
Oyo,Ibadan North,Sango,7.4,3.92,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,July,37362.0
Oyo,Ibadan North,Sango,7.4,3.92,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,744.0
Oyo,Ibadan North,Bodija,7.4,3.92,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,July,55936.0
Oyo,Ibadan North,Sango,7.4,3.92,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,July,523.0
Oyo,Ibadan North,Oje,7.4,3.92,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,1015.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Millet,1.4,KG,2023,July,487.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Rice (local),1.4,KG,2023,July,1122.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Rice (local),2.7,KG,2023,July,2000.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Sorghum,2.7,KG,2023,July,1300.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Yam,2.5,KG,2023,July,1500.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1500.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,pulses and nuts,Beans (red),1.2,KG,2023,July,732.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,pulses and nuts,Beans (white),2.5,KG,2023,July,1300.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Bananas,1.3,KG,2023,July,151.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Oranges,400.0,G,2023,July,200.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Spinach,300.0,G,2023,July,53.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Tomatoes,0.5,KG,2023,July,150.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Watermelons,2.1,KG,2023,July,200.0
Yobe,Machina,Machina Central,12.92,9.9,Retail,cereals and tubers,Millet,2.6,KG,2023,July,1200.0
Yobe,Machina,Machina Central,12.92,9.9,Retail,cereals and tubers,Sorghum,2.7,KG,2023,July,1100.0
Yobe,Machina,Machina Central,12.92,9.9,Retail,cereals and tubers,Yam,2.5,KG,2023,July,1500.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Millet,1.4,KG,2023,July,248.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Rice (local),1.4,KG,2023,July,1059.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Sorghum,1.3,KG,2023,July,307.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Yam,3.1,KG,2023,July,970.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,oil and fats,Oil (palm),750.0,ML,2023,July,882.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,pulses and nuts,Beans (white),1.2,KG,2023,July,546.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Onions,400.0,G,2023,July,67.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Oranges,400.0,G,2023,July,102.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Spinach,300.0,G,2023,July,39.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Watermelons,2.1,KG,2023,July,188.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Millet,1.4,KG,2023,July,250.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,cereals and tubers,Millet,100.0,KG,2023,July,25568.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Rice (local),1.4,KG,2023,July,788.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,July,50401.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Rice (local),1.0,KG,2023,July,529.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Yam,1.0,KG,2023,July,191.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,oil and fats,Oil (palm),750.0,ML,2023,July,544.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,oil and fats,Oil (palm),1.0,L,2023,July,1169.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Beans (red),1.2,KG,2023,July,676.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2023,July,39978.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,328.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2023,July,38644.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Cowpeas (white),1.0,KG,2023,July,324.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,516.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Oranges,400.0,G,2023,July,193.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Spinach,300.0,G,2023,July,132.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Tomatoes,0.5,KG,2023,July,193.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Watermelons,2.1,KG,2023,July,402.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,cereals and tubers,Millet,100.0,KG,2023,July,27607.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,cereals and tubers,Rice (local),100.0,KG,2023,July,57941.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,cereals and tubers,Yam,100.0,Tubers,2023,July,53439.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,cereals and tubers,Yam,1.0,KG,2023,July,331.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2023,July,412.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2023,July,59385.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2023,July,576.0
Borno,Damboa,Damboa,11.16,12.76,Retail,cereals and tubers,Millet,2.6,KG,2023,August,1500.0
Borno,Damboa,Damboa,11.16,12.76,Retail,cereals and tubers,Yam,2.5,KG,2023,August,767.0
Borno,Damboa,Damboa,11.16,12.76,Retail,oil and fats,Oil (palm),1.0,L,2023,August,1333.0
Borno,Damboa,Damboa,11.16,12.76,Retail,pulses and nuts,Beans (red),2.5,KG,2023,August,1167.0
Borno,Damboa,Damboa,11.16,12.76,Retail,pulses and nuts,Beans (white),2.5,KG,2023,August,1100.0
